year,level,conference,author,title,isBest
2016,"A","CHI","Beste F. Yuksel","Learn Piano with BACh: An Adaptive Learning Interface that Adjusts Task Difficulty Based on Brain State.",true
2016,"A","CHI","Chris Preist","Understanding and Mitigating the Effects of Device and Cloud Service Design Decisions on the Environmental Footprint of Digital Infrastructure.",true
2016,"A","CHI","Christian Rendl","FlexCase: Enhancing Mobile Interaction with a Flexible Sensing and Display Cover.",true
2016,"A","CHI","Elisa D. Mekler","Momentary Pleasure or Lasting Meaning?: Distinguishing Eudaimonic and Hedonic User Experiences.",true
2016,"A","CHI","Ethan Fast","Empath: Understanding Topic Signals in Large-Scale Text.",true
2016,"A","CHI","Ewa Luger","""Like Having a Really Bad PA"": The Gulf between User Expectation and Experience of Conversational Agents.",false
2016,"A","CHI","Hyewon Suh","Developing and Validating the User Burden Scale: A Tool for Assessing User Burden in Computing Systems.",true
2016,"A","CHI","Ivan Poupyrev","Project Jacquard: Interactive Digital Textiles at Scale.",true
2016,"A","CHI","Justin Matejka","The Effect of Visual Appearance on the Performance of Continuous Sliders and Visual Analogue Scales.",true
2016,"A","CHI","Katharina Reinecke","Enabling Designers to Foresee Which Colors Users Cannot See.",true
2016,"A","CHI","Laura Devendorf","""I don't Want to Wear a Screen"": Probing Perceptions of and Possibilities for Dynamic Displays on Clothing.",true
2016,"A","CHI","Marta E. Cecchinato","Finding Email in a Multi-Account, Multi-Device World.",true
2016,"A","CHI","Martez E. Mott","Smart Touch: Improving Touch Accuracy for People with Motor Impairments with Template Matching.",true
2016,"A","CHI","Michael Xuelin Huang","Building a Personalized, Auto-Calibrating Eye Tracker from User Interactions.",true
2016,"A","CHI","Minsam Ko","Lock n' LoL: Group-based Limiting Assistance App to Mitigate Smartphone Distractions in Group Activities.",true
2016,"A","CHI","Munmun De Choudhury","Discovering Shifts to Suicidal Ideation from Mental Health Content in Social Media.",false
2016,"A","CHI","Pamela J. Wisniewski","Dear Diary: Teens Reflect on Their Weekly Online Risk Experiences.",true
2016,"A","CHI","Pei-Yu (Peggy) Chi","Enhancing Cross-Device Interaction Scripting with Interactive Illustrations.",true
2016,"A","CHI","Rajalakshmi Nandakumar","FingerIO: Using Active Sonar for Fine-Grained Finger Tracking.",false
2016,"A","CHI","Sruti Srinivasa Ragavan","Foraging Among an Overabundance of Similar Variants.",true
2016,"A","CHI","Teresa Almeida","On Looking at the Vagina through Labella.",true
2016,"A","CHI","kathrin gerling","Designing movement-based play with young people using powered wheelchairs",true
2016,"A","CHI","sigrid e mortensen","An Object-oriented drawing package in smalltalk/v",true
2016,"A","CVPR","christian szegedy","Rethinking the Inception Architecture for Computer Vision",false
2016,"A","CVPR","joseph redmon","You Only Look Once: Unified, Real-Time Object Detection",false
2016,"A","CVPR","kaiming he","Deep Residual Learning for Image Recognition",true
2016,"A","FOCS","Boaz Barak","A Nearly Tight Sum-of-Squares Lower Bound for the Planted Clique Problem.",false
2016,"A","FOCS","Ilias Diakonikolas","Robust Estimators in High Dimensions without the Computational Intractability.",false
2016,"A","FOCS","Kevin A. Lai","Agnostic Estimation of Mean and Covariance.",false
2016,"A","FOCS","Ran Raz","Fast Learning Requires Good Memory: A Time-Space Lower Bound for Parity Learning.",true
2016,"A","FSE/ESEC","Anh Tuan Nguyen","API code recommendation using statistical learning from fine-grained changes.",true
2016,"A","FSE/ESEC","Bart Thomee","YFCC100M: the new data in multimedia research",false
2016,"A","FSE/ESEC","Danilo Silva","Why We Refactor? Confessions of GitHub Contributors.",true
2016,"A","FSE/ESEC","David Piorkowski","Foraging and navigations, fundamentally: developers' predictions of value and cost.",true
2016,"A","FSE/ESEC","Emilio Ferrara","The Rise of Social Bots.",false
2016,"A","FSE/ESEC","Eunsuk Kang","Multi-representational security analysis.",true
2016,"A","FSE/ESEC","Jianjun Huang","Detecting sensitive data disclosure via bi-directional text correlation analysis.",true
2016,"A","FSE/ESEC","Matei Zaharia","Apache Spark: a unified engine for big data processing.",false
2016,"A","FSE/ESEC","Xiaofei Xie","Proteus: computing disjunctive loop summary via path dependency analysis.",true
2016,"A","ICML","Aäron Van Den Oord","Pixel Recurrent Neural Networks.",true
2016,"A","ICML","Volodymyr Mnih","Asynchronous Methods for Deep Reinforcement Learning.",false
2016,"A","ICML","dario amodei","Deep Speech 2: End-to-End Speech Recognition in English and Mandarin",false
2016,"A","ICML","yarin gal","Dropout as a Bayesian Approximation: Representing Model Uncertainty in Deep Learning",false
2016,"A","ICSE","David Menendez","Termination-checking for LLVM peephole optimizations.",true
2016,"A","ICSE","Eric F. Rizzi","On the techniques we create, the tools we build, and their misalignments: a study of KLEE.",true
2016,"A","ICSE","Georgios Gousios","Work practices and challenges in pull-based development: the contributor's perspective.",true
2016,"A","ICSE","Klaas-Jan Stol","Grounded theory in software engineering research: a critical review and guidelines.",false
2016,"A","ICSE","Magnus Madsen","Feedback-directed instrumentation for deployed JavaScript applications.",true
2016,"A","ICSE","Marcello M. Bersani","Efficient Large-scale Trace Checking Using MapReduce",true
2016,"A","ICSE","Samir Hasan","Energy profiles of Java collections classes.",true
2016,"A","ICSE","Sergey Mechtaev","Angelix: scalable multiline program patch synthesis via symbolic analysis.",false
2016,"A","ICSE","Song Wang","Automatically learning semantic features for defect prediction.",false
2016,"A","ICSE","Tingting Yu","VDTest: an automated framework to support testing for virtual devices.",true
2016,"A","ICSE","Xin Ye","From word embeddings to document similarities for improved information retrieval in software engineering.",true
2016,"A","ICSE","maria christakis","Guiding Dynamic Symbolic Execution toward Unverified Program Executions",true
2016,"A","IJCAI","Javier Segovia Aguas","Hierarchical Finite State Controllers for Generalized Planning.",true
2016,"A","IJCAI","Kaski, Samuel","Preface.",false
2016,"A","IJCAI","Nils Y. Hammerla","Deep, Convolutional, and Recurrent Models for Human Activity Recognition Using Wearables.",false
2016,"A","IJCAI","Pengfei Liu","Recurrent Neural Network for Text Classification with Multi-Task Learning.",false
2016,"A","INFOCOM","Jia Liu","Heavy-ball: A new approach to tame delay and convergence in wireless network optimization.",true
2016,"A","INFOCOM","Kevin Spiteri","BOLA: Near-Optimal Bitrate Adaptation for Online Videos.",false
2016,"A","INFOCOM","Liang Tong","A hierarchical edge cloud architecture for mobile computing.",false
2016,"A","INFOCOM","yin sun","Update or Wait: How to Keep Your Data Fresh",false
2016,"A","KDD","Aditya Grover","node2vec: Scalable Feature Learning for Networks",false
2016,"A","KDD","Bryan Hooi","FRAUDAR: Bounding Graph Fraud in the Face of Camouflage",true
2016,"A","KDD","Marco Túlio Ribeiro","""Why Should I Trust You?"": Explaining the Predictions of Any Classifier.",false
2016,"A","KDD","Tianqi Chen","XGBoost: A Scalable Tree Boosting System.",false
2016,"A","MOBICOM","Feng Qian","Optimizing 360 video delivery over cellular networks.",false
2016,"A","MOBICOM","Mingmin Zhao","Emotion recognition using wireless signals.",false
2016,"A","MOBICOM","Rakesh Misra","QuickC: practical sub-millisecond transport for small cells.",true
2016,"A","MOBICOM","Wei Wang","Device-free gesture tracking using acoustic signals.",false
2016,"A","OSDI","Helgi Sigurbjarnarson","Push-Button Verification of File Systems via Crash Refinement.",true
2016,"A","OSDI","Martín Abadi","TensorFlow: A system for large-scale machine learning.",false
2016,"A","OSDI","Tianyin Xu","Early Detection of Configuration Errors to Reduce Failure Damage.",true
2016,"A","OSDI","Tyler Hunt","Ryoan: A Distributed Sandbox for Untrusted Computation on Secret Data.",true
2016,"A","OSDI","Xiaowei Zhu","Gemini: A Computation-Centric Distributed Graph Processing System.",false
2016,"A","PLDI","Alexander Spiegelman","Transactional data structure libraries.",true
2016,"A","PLDI","Kayvan Memarian","Into the depths of C: elaborating the de facto standards.",true
2016,"A","PLDI","Marcelo Sousa","Cartesian hoare logic for verifying k-safety properties.",false
2016,"A","PLDI","Nicholas Jacek","Assessing the limits of program-specific garbage collection performance.",true
2016,"A","PLDI","Oded Padon","Ivy: safety verification by interactive generalization.",false
2016,"A","PLDI","Tomas Petricek","Types from data: Making structured data first-class citizens in F#.",true
2016,"A","PPoPP","Matt Martineau","An Evaluation of Emerging Many-Core Parallel Programming Models.",false
2016,"A","PPoPP","Saurabh Kalikar","DomLock: a new multi-granularity locking technique for hierarchies.",true
2016,"A","PPoPP","Vincent Bloemen","Multi-core on-the-fly SCC decomposition",false
2016,"A","PPoPP","Yangzihao Wang","Gunrock: a high-performance graph processing library on the GPU",true
2016,"A","S&P","Ahmed E. Kosba","Hawk: The Blockchain Model of Cryptography and Privacy-Preserving Smart Contracts.",false
2016,"A","S&P","Kaiyuan Yang","A2: Analog Malicious Hardware.",true
2016,"A","S&P","Yan Shoshitaishvili","SOK: (State of) The Art of War: Offensive Techniques in Binary Analysis.",false
2016,"A","S&P","nicolas papernot","Distillation as a Defense to Adversarial Perturbations against Deep Neural Networks",false
2016,"A","SIGCOMM","Deepak Vasisht","Eliminating Channel Feedback in Next-Generation Cellular Networks.",true
2016,"A","SIGCOMM","Monia Ghobadi","ProjecToR: Agile Reconfigurable Data Center Interconnect.",false
2016,"A","SIGCOMM","Ryan Beckett","Don't Mind the Gap: Bridging Network-wide Objectives and Device-level Configurations.",true
2016,"A","SIGCOMM","Vikram Iyer","Inter-Technology Backscatter: Towards Internet Connectivity for Implanted Devices.",true
2016,"A","SIGCOMM","Yi Sun","CS2P: Improving Video Bitrate Selection and Adaptation with Data-Driven Throughput Prediction.",false
2016,"A","SIGCOMM","Zaoxing Liu","One Sketch to Rule Them All: Rethinking Network Flow Monitoring with UnivMon.",false
2016,"A","SIGIR","Feng Yu","A Dynamic Recurrent Model for Next Basket Recommendation.",false
2016,"A","SIGIR","Rui Yan","Learning to Respond with Deep Neural Networks for Retrieval-Based Human-Computer Conversation System.",false
2016,"A","SIGIR","Xiangnan He","Fast Matrix Factorization for Online Recommendation with Implicit Feedback.",false
2016,"A","SIGIR","Yashar Moshfeghi","Understanding Information Need: An fMRI Study.",true
2016,"A","SIGMOD","Dong Xie","Simba: Efficient In-Memory Spatial Analytics.",false
2016,"A","SIGMOD","Feifei Li","Wander Join: Online Aggregation via Random Walks.",true
2016,"A","SIGMOD","Ismail Oukid","FPTree: A Hybrid SCM-DRAM Persistent and Concurrent B-Tree for Storage Class Memory.",false
2016,"A","SIGMOD","Xu Chu","Data Cleaning: Overview and Emerging Challenges.",false
2016,"A","STOC","Eshan Chattopadhyay","Explicit Two-Source Extractors and Resilient Functions.",true
2016,"A","STOC","László Babai","Graph isomorphism in quasipolynomial time [extended abstract].",true
2016,"A","STOC","raef bassily","Algorithmic Stability for Adaptive Data Analysis",false
2016,"A","STOC","venkatesan guruswami","Repairing Reed-Solomon Codes",false
2016,"A","UbiComp","Abhinav Mehrotra","PrefMiner: mining user's preferences for intelligent mobile notification management.",true
2016,"A","UbiComp","Edward Jay Wang","HemaApp: noninvasive blood screening of hemoglobin using smartphone cameras.",true
2016,"A","UbiComp","Hao Wang","Human respiration detection with commodity wifi devices: do user location and body orientation matter?",false
2016,"A","UbiComp","Hong Li","WiFinger: talk to your smart devices with finger-grained gesture.",true
2016,"A","UbiComp","Jean Marcel dos Reis Costa","EmotionCheck: leveraging bodily signals and false feedback to regulate our emotions.",true
2016,"A","UbiComp","Sha Zhao","Discovering different kinds of smartphone users through their application usage behaviors.",true
2016,"A","UbiComp","Wei Wang","Gait recognition using wifi signals.",false
2016,"A","UbiComp","Xiang Li","Dynamic-MUSIC: accurate device-free indoor localization.",false
2016,"A","VLDB","Ahmed Elgohary","Compressed Linear Algebra for Large-Scale Machine Learning.",true
2016,"A","VLDB","MingJie Tang","LocationSpark: A Distributed In-Memory Data Management System for Big Spatial Data.",false
2016,"A","VLDB","Yixiang Fang","Effective Community Search for Large Attributed Graphs.",false
2016,"A","VLDB","Yongxin Tong","Online Minimum Matching in Real-Time Spatial Data: Experiments and Analysis.",false
2016,"A","WWW","Chikashi Nobata","Abusive Language Detection in Online User Content.",false
2016,"A","WWW","Clayton Allen Davis","BotOrNot: A System to Evaluate Social Bots.",false
2016,"A","WWW","Daniel M. Romero","Social Networks Under Stress.",true
2016,"A","WWW","Ruining He","Ups and Downs: Modeling the Visual Evolution of Fashion Trends with One-Class Collaborative Filtering.",false
2016,"B","ACSAC","Andrea Continella","ShieldFS: a self-healing, ransomware-aware filesystem.",false
2016,"B","ACSAC","Sebastian Banescu","Code obfuscation against symbolic execution attacks.",true
2016,"B","ACSAC","Thomas Allan","Amplifying Side Channels Through Performance Degradation.",false
2016,"B","CIKM","Jiafeng Guo","A Deep Relevance Matching Model for Ad-hoc Retrieval",false
2016,"B","CIKM","Liu Yang","aNMM: Ranking Short Answer Texts with Attention-Based Neural Matching Model",false
2016,"B","CIKM","Min Xie","Learning Graph-based POI Embedding for Location-based Recommendation",false
2016,"B","CIKM","Stefan Heindorf","Vandalism Detection in Wikidata",true
2016,"B","CoNEXT","Bo Han","MP-DASH: Adaptive Video Streaming Over Preference-Aware Multipath.",true
2016,"B","CoNEXT","Matteo Varvello","EYEORG: A Platform For Crowdsourcing Web Quality Of Experience Measurements.",false
2016,"B","CoNEXT","Tingjun Chen","Maximizing Broadcast Throughput Under Ultra-Low-Power Constraints.",true
2016,"B","CoNEXT","Xenofon Foukas","FlexRAN: A Flexible and Programmable Platform for Software-Defined Radio Access Networks.",false
2016,"B","DAC","Kyounghoon Kim","Dynamic energy-accuracy trade-off using stochastic computing in deep neural networks.",false
2016,"B","DAC","Miao Hu","Dot-product engine for neuromorphic computing: programming 1T1M crossbar to accelerate matrix-vector multiplication.",false
2016,"B","DAC","Shuangchen Li","Pinatubo: a processing-in-memory architecture for bulk bitwise operations in emerging non-volatile memories",false
2016,"B","DAC","Xin Zhan","Distributed on-chip regulation: theoretical stability foundation, over-design reduction and performance optimization.",true
2016,"B","DAC","Xinnian Zheng","Accurate phase-level cross-platform power and performance estimation.",true
2016,"B","ESEM","Afnan A. Al-Subaihin","Clustering Mobile Apps Based on Mined Textual Features.",false
2016,"B","ESEM","Chunyang Chen","Mining Technology Landscape from Stack Overflow.",false
2016,"B","ESEM","Davide Fucci","An External Replication on the Effects of Test-driven Development Using a Multi-site Blind Analysis Approach.",true
2016,"B","ESEM","Jefferson Seide Molléri","Survey Guidelines in Software Engineering: An Annotated Review.",false
2016,"B","ESEM","Ricardo Britto","Experiences from Measuring Learning and Performance in Large-Scale Distributed Software Development.",true
2016,"B","FPGA","David M. Lewis","The Stratix™ 10 Highly Pipelined FPGA Architecture.",false
2016,"B","FPGA","Grace Zgheib","FPRESSO: Enabling Express Transistor-Level Exploration of FPGA Architectures.",true
2016,"B","FPGA","Jiantao Qiu","Going Deeper with Embedded FPGA Platform for Convolutional Neural Network.",false
2016,"B","FPGA","Naveen Suda","Throughput-Optimized OpenCL-based FPGA Accelerator for Large-Scale Convolutional Neural Networks.",false
2016,"B","ICMR","Eva Mohedano","Bags of Local Convolutional Features for Scalable Instance Search.",false
2016,"B","ICMR","Nikolaos Pappas","Multilingual Visual Sentiment Concept Matching.",true
2016,"B","ICMR","Pascal Mettes","The ImageNet Shuffle: Reorganized Pre-training for Video Event Detection.",false
2016,"B","ICMR","Qing Li","Action Recognition by Learning Deep Multi-Granular Spatio-Temporal Video Representation.",false
2016,"B","ICMR","Svetlana Kordumova","Pooling Objects for Recognizing Scenes without Examples.",true
2016,"B","ISSTA","Ke Mao","Sapienz: multi-objective automated testing for Android applications.",false
2016,"B","ISSTA","Li Li","DroidRA: taming reflection to support whole-program analysis of Android apps.",false
2016,"B","ISSTA","Pavneet Singh Kochhar","Practitioners' expectations on automated fault localization.",false
2016,"B","ISSTA","Rashmi Mudduluru","Efficient flow profiling for detecting performance bugs.",true
2016,"B","IUI","David Gotz","Adaptive Contextualization: Combating Bias During High-Dimensional Visualization and Data Selection.",true
2016,"B","IUI","Ilkka Kosunen","RelaWorld: Neuroadaptive and Immersive Virtual Reality Meditation System.",false
2016,"B","IUI","Julio Guerra","An Intelligent Interface for Learning Content: Combining an Open Learner Model and Social Comparison to Support Self-Regulated Learning and Engagement.",false
2016,"B","IUI","Katsutoshi Masai","Facial Expression Recognition in Daily Life by Embedded Photo Reflective Sensors on Smart Eyewear.",false
2016,"B","MobiSys","Endri Bregu","Reactive Control of Autonomous Drones.",true
2016,"B","MobiSys","Seungyeop Han","MCDNN: An Approximation-Based Execution Framework for Deep Stream Processing Under Resource Constraints.",false
2016,"B","MobiSys","Sheng Shen","I am a Smartwatch and I can Track my User's Arm.",false
2016,"B","MobiSys","Zidong Yang","Mobility Modeling and Prediction in Bike-Sharing Systems.",false
2016,"B","PACT","Andi Drebes","Scalable Task Parallelism for NUMA: A Uniform Abstraction for Coordinated Scheduling and Memory Management.",true
2016,"B","PACT","Ashutosh Pattnaik","Scheduling Techniques for GPU Architectures with Processing-In-Memory Capabilities.",false
2016,"B","PACT","Neha Gholkar","Power Tuning HPC Jobs on Power-Constrained Systems.",false
2016,"B","PACT","Onur Kayiran","μC-States: Fine-grained GPU Datapath Power Management.",false
2016,"B","SOCC","Aaron Harlap","Addressing the straggler problem for iterative convergent parallel ML.",false
2016,"B","SOCC","Brandon Haynes","PipeGen: Data Pipe Generator for Hybrid Analytics.",false
2016,"B","SOCC","Haryadi S. Gunawi","Why Does the Cloud Stop Computing?: Lessons from Hundreds of Service Outages.",false
2016,"B","SOCC","Takahiro Hirofuchi","RAMinate: Hypervisor-based Virtualization for Hybrid Main Memory Systems.",true
2016,"B","SODA","Amir Abboud","Approximation and Fixed Parameter Subquadratic Algorithms for Radius and Diameter in Sparse Graphs.",false
2016,"B","SODA","Anja Becker","New directions in nearest neighbor searching with applications to lattice sieving.",false
2016,"B","SODA","Mohsen Ghaffari","An Improved Distributed Algorithm for Maximal Independent Set.",true
2016,"B","SODA","Shiri Chechik","Near-Optimal Light Spanners.",true
2016,"B","UIST","Artem Dementyev","Rovables: Miniature On-Body Robots as Mobile Wearables.",true
2016,"B","UIST","Gierad Laput","ViBand: High-Fidelity Bio-Acoustic Sensing Using Commodity Smartwatch Accelerometers.",true
2016,"B","UIST","Hrvoje Benko","NormalTouch and TextureTouch: High-fidelity 3D Haptic Shape Rendering on Handheld Virtual Reality Controllers.",false
2016,"B","UIST","Joanne Leong","proCover: Sensory Augmentation of Prosthetic Limbs Using Smart Textile Covers.",true
2016,"B","UIST","Mathieu Le Goc","Zooids: Building Blocks for Swarm User Interfaces.",true
2016,"B","UIST","Saiwen Wang","Interacting with Soli: Exploring Fine-Grained Dynamic Gesture Recognition in the Radio-Frequency Spectrum.",false
2015,"A","AAAI","Florian Pommerening","From Non-Negative to General Operator Cost Partitioning.",true
2015,"A","AAAI","Ryan Rossi","The Network Data Repository with Interactive Graph Analytics and Visualization.",false
2015,"A","AAAI","Siwei Lai","Recurrent Convolutional Neural Networks for Text Classification.",false
2015,"A","AAAI","Yankai Lin","Learning Entity and Relation Embeddings for Knowledge Graph Completion.",false
2015,"A","ACM MM","Andrea Vedaldi","MatConvNet - Convolutional Neural Networks for MATLAB.",false
2015,"A","ACM MM","Giulia C. Fanti","Spy vs. Spy: Rumor Source Obfuscation",true
2015,"A","ACM MM","Karol J. Piczak","ESC: Dataset for Environmental Sound Classification",false
2015,"A","ACM MM","Michael Stengel","An Affordable Solution for Binocular Eye Tracking and Calibration in Head-mounted Displays",true
2015,"A","ACM MM","Wei Wang","SINGA: Putting Deep Learning in the Hands of Multimedia Users",true
2015,"A","ACM MM","Xavier Alameda-Pineda","Analyzing Free-standing Conversational Groups: A Multimodal Approach",true
2015,"A","ACM MM","Xiangbo Shu","Weakly-Shared Deep Transfer Networks for Heterogeneous-Domain Knowledge Propagation",true
2015,"A","ACM MM","Zuxuan Wu","Modeling Spatial-Temporal Clues in a Hybrid Deep Learning Framework for Video Classification.",false
2015,"A","CHI","Aditya Vashistha","Sangeet Swara: A Community-Moderated Voice Forum in Rural India",true
2015,"A","CHI","Allison Sauppé","The Social Impact of a Robot Co-Worker in Industrial Settings",true
2015,"A","CHI","Bryan Semaan","Designing Political Deliberation Environments to Support Interactions in the Public Sphere",true
2015,"A","CHI","David R. Flatla","ColourID: Improving Colour Identification for People with Impaired Colour Vision",true
2015,"A","CHI","Erin Buehler","Sharing is Caring: Assistive Technology Designs on Thingiverse",true
2015,"A","CHI","Fadel Adib","Smart Homes that Monitor Breathing and Heart Rate",false
2015,"A","CHI","Florian Block","Fluid Grouping: Quantifying Group Engagement around Interactive Tabletop Exhibits in the Wild",true
2015,"A","CHI","Jelmer P. Borst","What Makes Interruptions Disruptive?: A Process-Model Account of the Effects of the Problem State Bottleneck on Task Interruption and Resumption",true
2015,"A","CHI","Jörg Müller","BaseLase: An Interactive Focus+Context Laser Floor",true
2015,"A","CHI","Keith Vertanen","VelociTap: Investigating Fast Mobile Text Entry using Sentence-Based Decoding of Touchscreen Keyboard Input",true
2015,"A","CHI","Martin Weigel","iSkin: Flexible, Stretchable and Visually Customizable On-Body Touch Sensors for Mobile Computing",true
2015,"A","CHI","Matthew Kay","Unequal Representation and Gender Stereotypes in Image Search Results for Occupations",true
2015,"A","CHI","Min Kyung Lee","Working with Machines: The Impact of Algorithmic and Data-Driven Management on Human Workers",false
2015,"A","CHI","Moon-Hwan Lee","Patina Engraver: Visualizing Activity Logs as Patina in Fashionable Trackers",true
2015,"A","CHI","Motahhare Eslami","""I always assumed that I wasn't really that close to [her]"": Reasoning about Invisible Algorithms in News Feeds",true
2015,"A","CHI","Pamela J. Wisniewski","Resilience Mitigates the Negative Effects of Adolescent Internet Addiction and Online Risk Exposure.",true
2015,"A","CHI","Parmit K. Chilana","From User-Centered to Adoption-Centered Design: A Case Study of an HCI Research Innovation Becoming a Product",true
2015,"A","CHI","Pedro Lopes","Affordance++: Allowing Objects to Communicate Dynamic Use",true
2015,"A","CHI","Tawfiq Ammari","Understanding and Supporting Fathers and Fatherhood on Social Media Sites",true
2015,"A","CHI","Toby Sharp","Accurate, Robust, and Flexible Real-time Hand Tracking",false
2015,"A","CHI","Wesley Willett","Lightweight Relief Shearing for Enhanced Terrain Perception on Interactive Maps",true
2015,"A","CHI","William Simm","Tiree Energy Pulse: Exploring Renewable Energy Forecasts on the Edge of the Grid",true
2015,"A","CHI","gierad laput","Acoustruments: Passive, Acoustically-Driven, Interactive Controls for Handheld Devices",true
2015,"A","CVPR","Christian Szegedy","Going Deeper with Convolutions.",false
2015,"A","CVPR","Gao Huang","Densely Connected Convolutional Networks.",true
2015,"A","CVPR","Jonathan Long","Fully convolutional networks for semantic segmentation.",false
2015,"A","CVPR","Richard A. Newcombe","DynamicFusion: Reconstruction and tracking of non-rigid scenes in real-time",true
2015,"A","FOCS","Emmanuel Abbe","Community Detection in General Stochastic Block models: Fundamental Limits and Efficient Algorithms for Recovery",false
2015,"A","FOCS","Ruoyu Sun","Guaranteed Matrix Completion via Non-convex Factorization.",false
2015,"A","FOCS","charles bordenave","Non-backtracking spectrum of random graphs: community detection and non-regular Ramanujan graphs",false
2015,"A","FSE/ESEC","Carl Doersch","What makes Paris look like Paris?",false
2015,"A","FSE/ESEC","David Lo","How practitioners perceive the relevance of software engineering research",true
2015,"A","FSE/ESEC","Ermira Daka","Modeling readability to improve unit tests",true
2015,"A","FSE/ESEC","Farnaz Behrang","Users beware: preference inconsistencies ahead",true
2015,"A","FSE/ESEC","Koushik Sen","MultiSE: multi-path symbolic execution using value summaries",true
2015,"A","FSE/ESEC","Mario Linares Vásquez","Optimizing energy consumption of GUIs in Android apps: a multi-objective approach",true
2015,"A","FSE/ESEC","Michael S. Bernstein","Soylent: a word processor with a crowd inside",false
2015,"A","FSE/ESEC","Neil A. Ernst","Measure it? Manage it? Ignore it? software practitioners and technical debt",true
2015,"A","FSE/ESEC","Ravi Mangal","A user-guided approach to program analysis",true
2015,"A","FSE/ESEC","Reza Matinnejad","Effective test suites for mixed discrete-continuous stateflow controllers",true
2015,"A","FSE/ESEC","sylvain paris","Local Laplacian filters: edge-aware image processing with a Laplacian pyramid",false
2015,"A","HPCA","Cong Xu","Overcoming the challenges of crossbar resistive memory architectures",false
2015,"A","HPCA","Kaisheng Ma","Architecture exploration for ambient energy harvesting nonvolatile processors",true
2015,"A","HPCA","Yu Cai","Data retention in MLC NAND flash memory: Characterization, optimization, and recovery",false
2015,"A","ICDE","Ahmed Eldawy","SpatialHadoop: A MapReduce framework for spatial data",false
2015,"A","ICDE","Ke Wu","False rumors detection on Sina Weibo by propagation structures",false
2015,"A","ICDE","Wei Feng","STREAMCUBE: Hierarchical spatio-temporal hashtag clustering for event exploration over the Twitter stream",false
2015,"A","ICDE","asamenew demessie bireda","Challenges to the Doctoral Journey: a Case of Female Doctoral Students from Ethiopia",true
2015,"A","ICDE","ashok gaba","Growth and Development of Distance Education in India and China: A Study on Policy Perspectives",true
2015,"A","ICDE","maximus gorky sembiring","Validating Student Satisfaction Related to Persistence, Academic Performance, Retention and Career Advancement within ODL Perspectives",true
2015,"A","ICDE","shironica karunanayaka","From OER to OEP: Shifting Practitioner Perspectives and Practices with Innovative Learning Experience Design",true
2015,"A","ICML","John Schulman","Trust Region Policy Optimization.",false
2015,"A","ICML","Kelvin Xu","Show, Attend and Tell: Neural Image Caption Generation with Visual Attention.",false
2015,"A","ICML","Sergey Ioffe","Batch Normalization: Accelerating Deep Network Training by Reducing Internal Covariate Shift.",false
2015,"A","ICSE","Adrian Nistor","CARAMEL: Detecting and Fixing Performance Problems That Have Non-Intrusive Fixes.",true
2015,"A","ICSE","Aleksandar Milicevic","Alloy*: a general-purpose higher-order relational constraint solver",true
2015,"A","ICSE","Baljinder Ghotra","Revisiting the impact of classification techniques on the performance of defect prediction models",false
2015,"A","ICSE","Janet Siegmund","Views on internal and external validity in empirical software engineering",true
2015,"A","ICSE","Li Li 0029","IccTA: detecting inter-component privacy leaks in Android apps",false
2015,"A","ICSE","Mathieu Lavallée","Why good developers write bad code: an observational case study of the impacts of organizational factors on software quality",true
2015,"A","ICSE","Michael Waterman","How much up-front?: a grounded theory of agile architecture",true
2015,"A","ICSE","Michele Tufano","When and why your code starts to smell bad",true
2015,"A","ICSE","Wei Yang","AppContext: Differentiating Malicious and Benign Mobile App Behaviors Using Context",false
2015,"A","IJCAI","Abram L. Friesen","Recursive Decomposition for Nonconvex Optimization - IJCAI-15 Distinguished Paper.",true
2015,"A","IJCAI","Jie Yin","Using Social Media to Enhance Emergency Situation Awareness",false
2015,"A","IJCAI","Kirthevasan Kandasamy","Bayesian active learning for posterior estimation",true
2015,"A","IJCAI","Marc G. Bellemare","The arcade learning environment: an evaluation platform for general agents",false
2015,"A","IJCAI","Micah Hodosh","Framing image description as a ranking task: data, models and evaluation metrics",false
2015,"A","IJCAI","Rong Jin","A Bayesian approach toward active learning for collaborative filtering",true
2015,"A","IJCAI","abram l friesen","Recursive decomposition for nonconvex optimization",true
2015,"A","INFOCOM","Heba Abdelnasser","WiGest: A Ubiquitous WiFi-based Gesture Recognition System.",false
2015,"A","INFOCOM","Laura Galluccio","SDN-WISE: Design, prototyping and experimentation of a stateful SDN solution for WIreless SEnsor networks",false
2015,"A","INFOCOM","Rami Cohen","Near optimal placement of virtual network functions",false
2015,"A","KDD","Flavio Chierichetti","Efficient Algorithms for Public-Private Social Networks",true
2015,"A","KDD","Hao Wang","Collaborative Deep Learning for Recommender Systems.",false
2015,"A","KDD","Michael Feldman","Certifying and Removing Disparate Impact",false
2015,"A","KDD","Rich Caruana","Intelligible Models for HealthCare: Predicting Pneumonia Risk and Hospital 30-day Readmission",false
2015,"A","MICRO","Guowei Zhang","Exploiting commutativity to reduce the cost of updates to shared data in cache-coherent systems",true
2015,"A","MICRO","Jinglei Ren","ThyNVM: enabling software-transparent crash consistency in persistent memory systems",false
2015,"A","MICRO","Lavanya Subramanian","The application slowdown model: quantifying and controlling the impact of inter-application interference at shared caches and main memory",false
